period,FRED_CPI_NL
1975-09-01,35.4449162934003
1975-10-01,35.7546721119003
1975-11-01,35.8431737768586
1975-12-01,35.9095500241016
1976-01-01,36.2008052887372
1976-02-01,36.5423223241621
1976-03-01,36.7700003438436
1976-04-01,37.5668734127291
1976-05-01,37.6807124225699
1976-06-01,37.6807124225699
1976-07-01,37.5668734127291
1976-08-01,37.9083904481540
1976-09-01,38.3068269796454
1976-10-01,38.7621830249111
1976-11-01,38.8760220347519
1976-12-01,38.8760220347519
1977-01-01,38.9329415367210
1977-02-01,39.2175390642742
1977-03-01,39.3882975819867
1977-04-01,40.0713316410314
1977-05-01,40.1851706508721
1977-06-01,40.1851706508721
1977-07-01,40.1851706508721
1977-08-01,40.3559291685846
1977-09-01,40.6405266961378
1977-10-01,40.8112852079477
1977-11-01,40.8682047158194
1977-12-01,40.8682047158194
1978-01-01,40.7543657059786
1978-02-01,40.9251242177885
1978-03-01,41.2666412532134
1978-04-01,41.5512387748641
1978-05-01,41.6081582827357
1978-06-01,41.5512387748641
1978-07-01,41.8927558102890
1978-08-01,42.0635143220989
1978-09-01,42.4050313575238
1978-10-01,42.5188703673645
1978-11-01,42.5188703673645
1978-12-01,42.4619508594929
1979-01-01,42.4050313575238
1979-02-01,42.6327093772053
1979-03-01,43.0311459145993
1979-04-01,43.3157434362500
1979-05-01,43.3157434362500
1979-06-01,43.3157434362500
1979-07-01,43.4865019539624
1979-08-01,43.6572604657723
1979-09-01,44.0556970031664
1979-10-01,44.3972140385912
1979-11-01,44.4541335405604
1979-12-01,44.5110530484320
1980-01-01,44.7387310681136
1980-02-01,45.1940871074767
1980-03-01,45.5925236448707
1980-04-01,46.0478796842338
1980-05-01,46.1617186940746
1980-06-01,46.1617186940746
1980-07-01,46.5601552314686
1980-08-01,46.7878332511502
1980-09-01,47.1293502865751
1980-10-01,47.3570283062566
1980-11-01,47.4139478082258
1980-12-01,47.4708673160974
1981-01-01,47.9262233554606
1981-02-01,48.1539013751421
1981-03-01,48.4954184105670
1981-04-01,48.8938549420585
1981-05-01,49.1215329676426
1981-06-01,49.2353719774834
1981-07-01,49.6907280168465
1981-08-01,49.8045670266873
1981-09-01,50.2599230660504
1981-10-01,50.7152791113161
1981-11-01,50.8860376231260
1981-12-01,50.9429571309976
1982-01-01,51.2844741605200
1982-02-01,51.5121521802015
1982-03-01,51.9105887175955
1982-04-01,52.0813472353080
1982-05-01,52.2521057530204
1982-06-01,52.3090252549895
1982-07-01,52.6505422845119
1982-08-01,52.7074617923836
1982-09-01,52.9920593199368
1982-10-01,53.2197373396183
1982-11-01,53.2197373396183
1982-12-01,53.1058983297776
1983-01-01,53.1058983297776
1983-02-01,53.2197373396183
1983-03-01,53.2766568415874
1983-04-01,53.5043348612690
1983-05-01,53.5612543691407
1983-06-01,53.6181738770124
1983-07-01,53.9027713986630
1983-08-01,54.0735299163755
1983-09-01,54.3012079360570
1983-10-01,54.5288859557386
1983-11-01,54.6996444734510
1983-12-01,54.6996444734510
1984-01-01,54.8704029852609
1984-02-01,55.1550005128142
1984-03-01,55.3826785324957
1984-04-01,55.5534370502082
1984-05-01,55.5534370502082
1984-06-01,55.5534370502082
1984-07-01,55.5534370502082
1984-08-01,55.6103565580798
1984-09-01,55.8380345777614
1984-10-01,56.2364711092529
1984-11-01,56.2933906171245
1984-12-01,56.2364711092529
1985-01-01,56.1795516072837
1985-02-01,56.3503101249962
1985-03-01,56.7487466564876
1985-04-01,56.9764246820718
1985-05-01,57.0333441840409
1985-06-01,56.9764246820718
1985-07-01,56.8625856663284
1985-08-01,56.8625856663284
1985-09-01,57.1471831938816
1985-10-01,57.3179417115941
1985-11-01,57.3179417115941
1985-12-01,57.1471831938816
1986-01-01,56.9195051742001
1986-02-01,57.0333441840409
1986-03-01,57.0333441840409
1986-04-01,57.2041027017533
1986-05-01,57.2041027017533
1986-06-01,56.9764246761692
1986-07-01,56.5210686368061
1986-08-01,56.6349076466469
1986-09-01,56.8625856722310
1986-10-01,57.0333441840409
1986-11-01,57.0902636919126
1986-12-01,56.9764246761692
1987-01-01,56.2364711092529
1987-02-01,56.2933906171245
1987-03-01,56.4072296269653
1987-04-01,56.5210686368061
1987-05-01,56.4641491348370
1987-06-01,56.4641491348370
1987-07-01,56.4641491348370
1987-08-01,56.6349076466469
1987-09-01,56.8056661643593
1987-10-01,56.9195051742001
1987-11-01,56.8625856722310
1987-12-01,56.6918271545185
1988-01-01,56.3503101249962
1988-02-01,56.4641491348370
1988-03-01,56.7487466564876
1988-04-01,56.8625856722310
1988-05-01,56.9195051742001
1988-06-01,56.8625856722310
1988-07-01,56.9764246761692
1988-08-01,57.1471831938816
1988-09-01,57.3179417115941
1988-10-01,57.3179417115941
1988-11-01,57.4317807214349
1988-12-01,57.3748612135632
1989-01-01,56.8056661643593
1989-02-01,56.9764246761692
1989-03-01,57.2041027017533
1989-04-01,57.4887002234040
1989-05-01,57.4887002234040
1989-06-01,57.4317807214349
1989-07-01,57.6025392391473
1989-08-01,57.7732977509572
1989-09-01,58.0578952785104
1989-10-01,58.1148147804796
1989-11-01,58.1148147804796
1989-12-01,58.1148147804796
1990-01-01,58.0578952785104
1990-02-01,58.2855732981920
1990-03-01,58.5132513178736
1990-04-01,58.7409293375551
1990-05-01,58.7978488454268
1990-06-01,58.7409293375551
1990-07-01,58.9686073631392
1990-08-01,59.1393658572415
1990-09-01,59.6516414398916
1990-10-01,59.8223999280913
1990-11-01,59.7654804320247
1990-12-01,59.6516414398916
1991-01-01,59.7338331874897
1991-02-01,59.7928587143548
1991-03-01,60.2060374024105
1991-04-01,60.2650629292756
1991-05-01,60.3831139830058
1991-06-01,60.5011650367361
1991-07-01,61.0914203053872
1991-08-01,61.1504458322523
1991-09-01,61.6816755740382
1991-10-01,61.8587521546336
1991-11-01,61.9768032083638
1991-12-01,61.8587521546336
1992-01-01,61.7407011009034
1992-02-01,62.0358287352289
1992-03-01,62.5080329501498
1992-04-01,62.7441350576102
1992-05-01,62.7441350576102
1992-06-01,62.5670584770149
1992-07-01,62.8031605844753
1992-08-01,62.9212116382055
1992-09-01,63.4524413799915
1992-10-01,63.4524413799915
1992-11-01,63.5114669068566
1992-12-01,63.2753647993962
1993-01-01,63.2753647993962
1993-02-01,63.6295179605868
1993-03-01,64.0426966486426
1993-04-01,64.2787987561030
1993-05-01,64.2197732292379
1993-06-01,63.9836711217775
1993-07-01,64.3968498098332
1993-08-01,64.8100284978890
1993-09-01,65.2232071859447
1993-10-01,65.2232071859447
1993-11-01,65.2232071859447
1993-12-01,64.9280795516192
1994-01-01,65.1641816590796
1994-02-01,65.5183348202703
1994-03-01,65.9315135083260
1994-04-01,66.0495645620563
1994-05-01,66.1085900889214
1994-06-01,65.9315135083260
1994-07-01,66.1676156157865
1994-08-01,66.4627432501120
1994-09-01,66.9939729918980
1994-10-01,67.0529985187631
1994-11-01,66.8759219381678
1994-12-01,66.6398198307074
1995-01-01,66.7578708844376
1995-02-01,67.1120240456282
1995-03-01,67.4661772068188
1995-04-01,67.5842282605491
1995-05-01,67.4661772068188
1995-06-01,67.3481261530886
1995-07-01,67.3481261530886
1995-08-01,67.4661772068188
1995-09-01,67.9974069486048
1995-10-01,67.9383814217397
1995-11-01,67.9383814217397
1995-12-01,67.7613048411444
1996-01-01,68.0300000000000
1996-02-01,68.2900000000000
1996-03-01,68.9200000000000
1996-04-01,69.1300000000000
1996-05-01,68.9600000000000
1996-06-01,68.6700000000000
1996-07-01,68.8400000000000
1996-08-01,68.7500000000000
1996-09-01,69.3700000000000
1996-10-01,69.5300000000000
1996-11-01,69.4500000000000
1996-12-01,69.3700000000000
1997-01-01,69.4500000000000
1997-02-01,69.5900000000000
1997-03-01,70.1200000000000
1997-04-01,70.2000000000000
1997-05-01,70.3600000000000
1997-06-01,70.0200000000000
1997-07-01,70.2500000000000
1997-08-01,70.4400000000000
1997-09-01,71.0700000000000
1997-10-01,71.1400000000000
1997-11-01,71.1700000000000
1997-12-01,70.9500000000000
1998-01-01,70.7100000000000
1998-02-01,71.1100000000000
1998-03-01,71.7000000000000
1998-04-01,71.8800000000000
1998-05-01,71.8100000000000
1998-06-01,71.5100000000000
1998-07-01,71.6500000000000
1998-08-01,71.6600000000000
1998-09-01,72.2500000000000
1998-10-01,72.4100000000000
1998-11-01,72.4100000000000
1998-12-01,72.2100000000000
1999-01-01,72.2500000000000
1999-02-01,72.6100000000000
1999-03-01,73.2400000000000
1999-04-01,73.4000000000000
1999-05-01,73.4200000000000
1999-06-01,73.1400000000000
1999-07-01,73.0600000000000
1999-08-01,73.4600000000000
1999-09-01,73.8000000000000
1999-10-01,73.8600000000000
1999-11-01,73.9500000000000
1999-12-01,73.7000000000000
2000-01-01,73.5500000000000
2000-02-01,74.0000000000000
2000-03-01,74.6600000000000
2000-04-01,74.7800000000000
2000-05-01,75.0200000000000
2000-06-01,74.9400000000000
2000-07-01,74.7500000000000
2000-08-01,75.0800000000000
2000-09-01,75.9900000000000
2000-10-01,76.1200000000000
2000-11-01,76.1100000000000
2000-12-01,75.6600000000000
2001-01-01,76.3100000000000
2001-02-01,76.9800000000000
2001-03-01,77.7000000000000
2001-04-01,78.1300000000000
2001-05-01,78.3900000000000
2001-06-01,78.0900000000000
2001-07-01,77.9800000000000
2001-08-01,78.2700000000000
2001-09-01,79.2300000000000
2001-10-01,79.1500000000000
2001-11-01,79.0500000000000
2001-12-01,78.8100000000000
2002-01-01,79.3800000000000
2002-02-01,79.8100000000000
2002-03-01,80.5200000000000
2002-04-01,80.9000000000000
2002-05-01,80.9200000000000
2002-06-01,80.6500000000000
2002-07-01,80.5400000000000
2002-08-01,80.8100000000000
2002-09-01,81.6900000000000
2002-10-01,81.4900000000000
2002-11-01,81.2500000000000
2002-12-01,80.9700000000000
2003-01-01,81.2500000000000
2003-02-01,81.7500000000000
2003-03-01,82.5300000000000
2003-04-01,82.6100000000000
2003-05-01,82.5500000000000
2003-06-01,82.1700000000000
2003-07-01,82.2400000000000
2003-08-01,82.5000000000000
2003-09-01,83.3100000000000
2003-10-01,83.0800000000000
2003-11-01,82.8700000000000
2003-12-01,82.3400000000000
2004-01-01,82.3500000000000
2004-02-01,82.7200000000000
2004-03-01,83.4400000000000
2004-04-01,83.7100000000000
2004-05-01,83.8500000000000
2004-06-01,83.3100000000000
2004-07-01,83.1900000000000
2004-08-01,83.4700000000000
2004-09-01,84.2000000000000
2004-10-01,84.2300000000000
2004-11-01,83.9800000000000
2004-12-01,83.2500000000000
2005-01-01,83.5800000000000
2005-02-01,84.1000000000000
2005-03-01,84.8800000000000
2005-04-01,85.0300000000000
2005-05-01,84.9800000000000
2005-06-01,84.7000000000000
2005-07-01,84.5700000000000
2005-08-01,84.9600000000000
2005-09-01,85.7300000000000
2005-10-01,85.6600000000000
2005-11-01,85.4400000000000
2005-12-01,84.9800000000000
2006-01-01,84.6800000000000
2006-02-01,85.0100000000000
2006-03-01,85.6800000000000
2006-04-01,86.0700000000000
2006-05-01,86.1500000000000
2006-06-01,85.8400000000000
2006-07-01,85.6800000000000
2006-08-01,86.1300000000000
2006-09-01,86.4600000000000
2006-10-01,86.2400000000000
2006-11-01,86.1000000000000
2006-12-01,85.7900000000000
2007-01-01,85.8900000000000
2007-02-01,86.2800000000000
2007-03-01,87.2200000000000
2007-04-01,87.6400000000000
2007-05-01,87.7000000000000
2007-06-01,87.3400000000000
2007-07-01,86.9300000000000
2007-08-01,87.0800000000000
2007-09-01,87.5900000000000
2007-10-01,87.6300000000000
2007-11-01,87.7600000000000
2007-12-01,87.3900000000000
2008-01-01,87.6300000000000
2008-02-01,88.2200000000000
2008-03-01,89.0900000000000
2008-04-01,89.4200000000000
2008-05-01,89.7400000000000
2008-06-01,89.5800000000000
2008-07-01,89.7200000000000
2008-08-01,89.8900000000000
2008-09-01,90.2800000000000
2008-10-01,90.0700000000000
2008-11-01,89.7400000000000
2008-12-01,89.0900000000000
2009-01-01,89.3200000000000
2009-02-01,89.9500000000000
2009-03-01,90.8500000000000
2009-04-01,91.0500000000000
2009-05-01,91.1700000000000
2009-06-01,90.8500000000000
2009-07-01,89.8900000000000
2009-08-01,90.1400000000000
2009-09-01,90.6200000000000
2009-10-01,90.7000000000000
2009-11-01,90.6100000000000
2009-12-01,90.0800000000000
2010-01-01,90.0500000000000
2010-02-01,90.6900000000000
2010-03-01,91.7700000000000
2010-04-01,92.0800000000000
2010-05-01,92.0400000000000
2010-06-01,91.6000000000000
2010-07-01,91.3400000000000
2010-08-01,91.4800000000000
2010-09-01,92.0500000000000
2010-10-01,92.1300000000000
2010-11-01,92.0200000000000
2010-12-01,91.8200000000000
2011-01-01,91.7200000000000
2011-02-01,92.4100000000000
2011-03-01,93.4600000000000
2011-04-01,93.9600000000000
2011-05-01,94.0300000000000
2011-06-01,93.5700000000000
2011-07-01,94.0400000000000
2011-08-01,94.1900000000000
2011-09-01,94.5300000000000
2011-10-01,94.5700000000000
2011-11-01,94.2800000000000
2011-12-01,94.0400000000000
2012-01-01,93.9900000000000
2012-02-01,94.7000000000000
2012-03-01,95.7800000000000
2012-04-01,96.1700000000000
2012-05-01,96.0300000000000
2012-06-01,95.5700000000000
2012-07-01,96.2000000000000
2012-08-01,96.3200000000000
2012-09-01,96.7200000000000
2012-10-01,97.2900000000000
2012-11-01,96.8900000000000
2012-12-01,96.7600000000000
2013-01-01,96.7800000000000
2013-02-01,97.5400000000000
2013-03-01,98.5800000000000
2013-04-01,98.6700000000000
2013-05-01,98.6900000000000
2013-06-01,98.3200000000000
2013-07-01,99.1500000000000
2013-08-01,99.0300000000000
2013-09-01,99.0800000000000
2013-10-01,98.8000000000000
2013-11-01,98.3100000000000
2013-12-01,98.3600000000000
2014-01-01,98.1500000000000
2014-02-01,98.5700000000000
2014-03-01,99.3900000000000
2014-04-01,99.8500000000000
2014-05-01,99.5100000000000
2014-06-01,99.2400000000000
2014-07-01,100.0500000000000
2014-08-01,99.9800000000000
2014-09-01,99.9600000000000
2014-10-01,99.8400000000000
2014-11-01,99.2500000000000
2014-12-01,99.0500000000000
2015-01-01,98.1500000000000
2015-02-01,98.6900000000000
2015-03-01,99.7500000000000
2015-04-01,100.3900000000000
2015-05-01,100.6100000000000
2015-06-01,100.2300000000000
2015-07-01,101.0000000000000
2015-08-01,100.6900000000000
2015-09-01,100.5000000000000
2015-10-01,100.4100000000000
2015-11-01,99.8500000000000
2015-12-01,99.7300000000000
2016-01-01,98.7100000000000
2016-02-01,99.3000000000000
2016-03-01,100.3100000000000
2016-04-01,100.4000000000000
2016-05-01,100.5800000000000
2016-06-01,100.2600000000000
2016-07-01,100.7600000000000
2016-08-01,100.8800000000000
2016-09-01,100.5700000000000
2016-10-01,100.8300000000000
2016-11-01,100.4900000000000
2016-12-01,100.7100000000000
2017-01-01,100.3500000000000
2017-02-01,101.0900000000000
2017-03-01,101.4400000000000
2017-04-01,101.9800000000000
2017-05-01,101.6500000000000
2017-06-01,101.3700000000000
2017-07-01,102.1100000000000
2017-08-01,102.2700000000000
2017-09-01,102.0300000000000
2017-10-01,102.1700000000000
2017-11-01,102.0000000000000
2017-12-01,101.9700000000000
2018-01-01,101.8200000000000
2018-02-01,102.3100000000000
2018-03-01,102.4700000000000
2018-04-01,103.1100000000000
2018-05-01,103.4200000000000
2018-06-01,103.1000000000000
2018-07-01,104.2800000000000
2018-08-01,104.4000000000000
2018-09-01,103.9500000000000
2018-10-01,104.3200000000000
2018-11-01,104.0700000000000
2018-12-01,103.9700000000000
2019-01-01,104.0500000000000
2019-02-01,104.9700000000000
2019-03-01,105.3700000000000
2019-04-01,106.0800000000000
2019-05-01,105.9400000000000
2019-06-01,105.8400000000000
2019-07-01,106.9000000000000
2019-08-01,107.3700000000000
2019-09-01,106.7000000000000
2019-10-01,107.1600000000000
2019-11-01,106.7300000000000
2019-12-01,106.8000000000000
2020-01-01,105.9700000000000
2020-02-01,106.6400000000000
2020-03-01,106.8500000000000
2020-04-01,107.3400000000000
2020-05-01,107.1800000000000
2020-06-01,107.5100000000000
2020-07-01,108.6900000000000
2020-08-01,108.1300000000000
2020-09-01,107.8800000000000
2020-10-01,108.4700000000000
2020-11-01,107.6100000000000
2020-12-01,107.8500000000000
2021-01-01,107.6200000000000
2021-02-01,108.5700000000000
2021-03-01,108.8700000000000
2021-04-01,109.3600000000000
2021-05-01,109.4600000000000
2021-06-01,109.6700000000000
