period,FRED_GDP 
1975-07-01,97.6218996408980
1975-08-01,97.9977698274803
1975-09-01,98.4623454411441
1975-10-01,98.9422371154943
1975-11-01,99.3515612408901
1975-12-01,99.6297493615317
1976-01-01,99.7847387665851
1976-02-01,99.8618530025464
1976-03-01,99.9207275467773
1976-04-01,100.0178532101140
1976-05-01,100.1886363163380
1976-06-01,100.4268183425630
1976-07-01,100.6582367901730
1976-08-01,100.7917935353260
1976-09-01,100.7712538002700
1976-10-01,100.6337021923240
1976-11-01,100.4545186284500
1976-12-01,100.3004618174330
1977-01-01,100.1864420076350
1977-02-01,100.1013071936110
1977-03-01,100.0305408098410
1977-04-01,99.9768145372492
1977-05-01,99.9512410050784
1977-06-01,99.9636564379825
1977-07-01,100.0110968153340
1977-08-01,100.0830943559480
1977-09-01,100.1645760464720
1977-10-01,100.2371546098470
1977-11-01,100.2841918199350
1977-12-01,100.2966807069300
1978-01-01,100.2811049212840
1978-02-01,100.2522990857110
1978-03-01,100.2285112502700
1978-04-01,100.2276508846550
1978-05-01,100.2617727566510
1978-06-01,100.3301368531710
1978-07-01,100.4099144336880
1978-08-01,100.4626103407330
1978-09-01,100.4399278557260
1978-10-01,100.2919783739730
1978-11-01,100.0010467545620
1978-12-01,99.6236221153098
1979-01-01,99.3003150529914
1979-02-01,99.1952701313012
1979-03-01,99.3924556660194
1979-04-01,99.8574430355199
1979-05-01,100.4671602769470
1979-06-01,101.1000965225060
1979-07-01,101.6792841618270
1979-08-01,102.1758956039770
1979-09-01,102.5787111566130
1979-10-01,102.8688984388040
1979-11-01,103.0211841411200
1979-12-01,103.0134719839790
1980-01-01,102.8465580624780
1980-02-01,102.5364179217470
1980-03-01,102.1177913778880
1980-04-01,101.6578592859490
1980-05-01,101.2338901107150
1980-06-01,100.9147732713150
1980-07-01,100.7409183224850
1980-08-01,100.7263749288060
1980-09-01,100.8502552614530
1980-10-01,101.0361294445240
1980-11-01,101.1932328540450
1980-12-01,101.2536368685720
1981-01-01,101.2119343826950
1981-02-01,101.0932144158250
1981-03-01,100.9279508326700
1981-04-01,100.7324887950630
1981-05-01,100.5159673518750
1981-06-01,100.2894474347100
1981-07-01,100.0764970720560
1981-08-01,99.9031452818223
1981-09-01,99.7870014349834
1981-10-01,99.7235830438502
1981-11-01,99.6923549587724
1981-12-01,99.6587953526363
1982-01-01,99.5740815119991
1982-02-01,99.3954376737560
1982-03-01,99.1099737338714
1982-04-01,98.7645108344205
1982-05-01,98.4223439392232
1982-06-01,98.1245102809836
1982-07-01,97.8512014187986
1982-08-01,97.5643134159420
1982-09-01,97.2472278487758
1982-10-01,96.9446028473794
1982-11-01,96.7292124744635
1982-12-01,96.6681804255449
1983-01-01,96.7831940734931
1983-02-01,97.0677860448294
1983-03-01,97.4908626199641
1983-04-01,97.9870651052167
1983-05-01,98.4805481281372
1983-06-01,98.9037028144164
1983-07-01,99.2163945976181
1983-08-01,99.4024606540344
1983-09-01,99.4734503938161
1983-10-01,99.4806478884650
1983-11-01,99.4833189107362
1983-12-01,99.5212479482822
1984-01-01,99.5874558192027
1984-02-01,99.6546696182732
1984-03-01,99.6992899342688
1984-04-01,99.7249166270048
1984-05-01,99.7463871854074
1984-06-01,99.7748586003847
1984-07-01,99.8029135710193
1984-08-01,99.8163820273251
1984-09-01,99.8058747980930
1984-10-01,99.7790353969659
1984-11-01,99.7527420923714
1984-12-01,99.7462451362880
1985-01-01,99.7740677594450
1985-02-01,99.8416954324946
1985-03-01,99.9385299232944
1985-04-01,100.0276611330630
1985-05-01,100.0715787693060
1985-06-01,100.0581487710830
1985-07-01,100.0293379600750
1985-08-01,100.0438544850610
1985-09-01,100.1407805557970
1985-10-01,100.2998575464590
1985-11-01,100.4772320700040
1985-12-01,100.6362122053630
1986-01-01,100.7765045828420
1986-02-01,100.9112839426390
1986-03-01,101.0452401008890
1986-04-01,101.1527172017840
1986-05-01,101.1932671329250
1986-06-01,101.1289957390200
1986-07-01,100.9464921654270
1986-08-01,100.6507597599750
1986-09-01,100.2672011036880
1986-10-01,99.8512409042707
1986-11-01,99.4673734506176
1986-12-01,99.1710825345594
1987-01-01,98.9890167368483
1987-02-01,98.9292392080709
1987-03-01,98.9828209191521
1987-04-01,99.1162251830799
1987-05-01,99.2883317402392
1987-06-01,99.4614865228778
1987-07-01,99.6097047509092
1987-08-01,99.7155271842429
1987-09-01,99.7684795677890
1987-10-01,99.7663594449670
1987-11-01,99.7124928326908
1987-12-01,99.6167517373330
1988-01-01,99.5000981653000
1988-02-01,99.3858825196878
1988-03-01,99.2926542806851
1988-04-01,99.2268204381754
1988-05-01,99.1887210065120
1988-06-01,99.1765938535934
1988-07-01,99.1884339032002
1988-08-01,99.2241556238000
1988-09-01,99.2859459782329
1988-10-01,99.3768228922097
1988-11-01,99.4992802783709
1988-12-01,99.6517517541071
1989-01-01,99.8226919633159
1989-02-01,99.9965689302059
1989-03-01,100.1584365983510
1989-04-01,100.2982266567230
1989-05-01,100.4098670275080
1989-06-01,100.4919145726490
1989-07-01,100.5501447816540
1989-08-01,100.5937432296480
1989-09-01,100.6332008816630
1989-10-01,100.6792830622700
1989-11-01,100.7407778287230
1989-12-01,100.8218169925930
1990-01-01,100.9181310612610
1990-02-01,101.0228826742980
1990-03-01,101.1314293267070
1990-04-01,101.2455238533860
1990-05-01,101.3676003178910
1990-06-01,101.4947179494660
1990-07-01,101.6119859872300
1990-08-01,101.6986090121790
1990-09-01,101.7347378264080
1990-10-01,101.7106094283690
1990-11-01,101.6259451820040
1990-12-01,101.4937040668230
1991-01-01,101.3481718722340
1991-02-01,101.2275939256370
1991-03-01,101.1581379051420
1991-04-01,101.1363836963130
1991-05-01,101.1464264203220
1991-06-01,101.1734735568370
1991-07-01,101.2152049505630
1991-08-01,101.2738795371970
1991-09-01,101.3475067811550
1991-10-01,101.4198838830000
1991-11-01,101.4666383874600
1991-12-01,101.4614465243130
1992-01-01,101.3841845792520
1992-02-01,101.2234019764180
1992-03-01,100.9839264466290
1992-04-01,100.7002418514000
1992-05-01,100.4161546015040
1992-06-01,100.1679912282620
1992-07-01,99.9682515399833
1992-08-01,99.8163683414762
1992-09-01,99.7058389610453
1992-10-01,99.6278360852986
1992-11-01,99.5735607807198
1992-12-01,99.5342294251335
1993-01-01,99.4993235433830
1993-02-01,99.4594403373425
1993-03-01,99.4087389992872
1993-04-01,99.3476401121376
1993-05-01,99.2775792408136
1993-06-01,99.1964236893440
1993-07-01,99.0944472659556
1993-08-01,98.9644501903233
1993-09-01,98.8131328557267
1993-10-01,98.6741705518316
1993-11-01,98.5887901806165
1993-12-01,98.5855677057719
1994-01-01,98.6563128504497
1994-02-01,98.7755998411179
1994-03-01,98.9144912993229
1994-04-01,99.0505132013357
1994-05-01,99.1683566285648
1994-06-01,99.2605422111764
1994-07-01,99.3291025807022
1994-08-01,99.3798048608505
1994-09-01,99.4177846874013
1994-10-01,99.4441994123929
1994-11-01,99.4581552484557
1994-12-01,99.4591890459257
1995-01-01,99.4503613202809
1995-02-01,99.4358696276167
1995-03-01,99.4191146265083
1995-04-01,99.4009202377542
1995-05-01,99.3802462090713
1995-06-01,99.3547356782489
1995-07-01,99.3211730580454
1995-08-01,99.2761944985663
1995-09-01,99.2173090481790
1995-10-01,99.1444703080789
1995-11-01,99.0607839976416
1995-12-01,98.9739560046652
1996-01-01,98.8982614118624
1996-02-01,98.8494978567663
1996-03-01,98.8389711479681
1996-04-01,98.8653539307102
1996-05-01,98.9202063283760
1996-06-01,98.9905191991479
1996-07-01,99.0589238153250
1996-08-01,99.1095544528014
1996-09-01,99.1337681254660
1996-10-01,99.1368393600058
1996-11-01,99.1303805734874
1996-12-01,99.1260685784389
1997-01-01,99.1298817902128
1997-02-01,99.1451255969920
1997-03-01,99.1746572348836
1997-04-01,99.2220846034461
1997-05-01,99.2908480342713
1997-06-01,99.3818361989479
1997-07-01,99.4892866026061
1997-08-01,99.6049232934428
1997-09-01,99.7207147061872
1997-10-01,99.8308657308451
1997-11-01,99.9300849362324
1997-12-01,100.0121107227760
1998-01-01,100.0688949121710
1998-02-01,100.0928787278010
1998-03-01,100.0809768241310
1998-04-01,100.0408009874270
1998-05-01,99.9846454926130
1998-06-01,99.9255189503265
1998-07-01,99.8743809032721
1998-08-01,99.8410730288896
1998-09-01,99.8347318454426
1998-10-01,99.8629878933796
1998-11-01,99.9309408472421
1998-12-01,100.0377126513970
1999-01-01,100.1701914055190
1999-02-01,100.3121693418630
1999-03-01,100.4516694656450
1999-04-01,100.5876621630570
1999-05-01,100.7243993424960
1999-06-01,100.8660954723830
1999-07-01,101.0116677025520
1999-08-01,101.1559112640460
1999-09-01,101.2905355607680
1999-10-01,101.4054546714680
1999-11-01,101.4921171792620
1999-12-01,101.5484362202330
2000-01-01,101.5859217293110
2000-02-01,101.6206178250950
2000-03-01,101.6656700616220
2000-04-01,101.7244022901150
2000-05-01,101.7950400705280
2000-06-01,101.8747119718210
2000-07-01,101.9628702538940
2000-08-01,102.0575486803590
2000-09-01,102.1513079192880
2000-10-01,102.2270125122190
2000-11-01,102.2657398356250
2000-12-01,102.2562932975230
2001-01-01,102.2076147410660
2001-02-01,102.1361393394100
2001-03-01,102.0563144133930
2001-04-01,101.9731662105640
2001-05-01,101.8855533685330
2001-06-01,101.7899803996010
2001-07-01,101.6850365191390
2001-08-01,101.5686956225890
2001-09-01,101.4366270923550
2001-10-01,101.2816512173680
2001-11-01,101.0982386997410
2001-12-01,100.8888914418830
2002-01-01,100.6727378508790
2002-02-01,100.4737087396330
2002-03-01,100.3096093842490
2002-04-01,100.1803383201010
2002-05-01,100.0769201719670
2002-06-01,99.9881211898852
2002-07-01,99.9053369771369
2002-08-01,99.8219924433946
2002-09-01,99.7326655301343
2002-10-01,99.6323861695804
2002-11-01,99.5163528403766
2002-12-01,99.3805328246280
2003-01-01,99.2234673844494
2003-02-01,99.0464100671107
2003-03-01,98.8550329624933
2003-04-01,98.6625822710014
2003-05-01,98.4855062454664
2003-06-01,98.3392459205147
2003-07-01,98.2329956190004
2003-08-01,98.1725092543970
2003-09-01,98.1599800281169
2003-10-01,98.1905711775131
2003-11-01,98.2558984773555
2003-12-01,98.3443042413971
2004-01-01,98.4385302110810
2004-02-01,98.5203916837924
2004-03-01,98.5749380286278
2004-04-01,98.5953908945125
2004-05-01,98.5799931413655
2004-06-01,98.5311590461732
2004-07-01,98.4570526109311
2004-08-01,98.3677664638716
2004-09-01,98.2732178758243
2004-10-01,98.1820469448942
2004-11-01,98.1024199349682
2004-12-01,98.0424907329984
2005-01-01,98.0099378811957
2005-02-01,98.0124630933311
2005-03-01,98.0562261248288
2005-04-01,98.1416558162657
2005-05-01,98.2651200747645
2005-06-01,98.4174615904089
2005-07-01,98.5796562794827
2005-08-01,98.7314308619922
2005-09-01,98.8591045158522
2005-10-01,98.9641072208068
2005-11-01,99.0567022071054
2005-12-01,99.1512365836645
2006-01-01,99.2622358703977
2006-02-01,99.4002776871808
2006-03-01,99.5666593118899
2006-04-01,99.7460660273249
2006-05-01,99.9180251296157
2006-06-01,100.0674667107510
2006-07-01,100.1958824795500
2006-08-01,100.3131494691070
2006-09-01,100.4308855111990
2006-10-01,100.5566823252390
2006-11-01,100.6939323848200
2006-12-01,100.8411984271630
2007-01-01,100.9908894054650
2007-02-01,101.1352721641760
2007-03-01,101.2724908588940
2007-04-01,101.4131617799640
2007-05-01,101.5726407717260
2007-06-01,101.7632426401160
2007-07-01,101.9853037762380
2007-08-01,102.2309910023390
2007-09-01,102.4860768522140
2007-10-01,102.7302695870340
2007-11-01,102.9432368320370
2007-12-01,103.1117569248400
2008-01-01,103.2394298881900
2008-02-01,103.3349801380670
2008-03-01,103.4037196839160
2008-04-01,103.4416298049300
2008-05-01,103.4358318792560
2008-06-01,103.3676495308520
2008-07-01,103.2191843659600
2008-08-01,102.9695880846410
2008-09-01,102.5974917995510
2008-10-01,102.0909848928570
2008-11-01,101.4532407300120
2008-12-01,100.7175845460410
2009-01-01,99.9712660264459
2009-02-01,99.3153875611208
2009-03-01,98.8274535807320
2009-04-01,98.5189045863367
2009-05-01,98.3686558044998
2009-06-01,98.3425351839058
2009-07-01,98.4010343418053
2009-08-01,98.5076483559019
2009-09-01,98.6314254526968
2009-10-01,98.7463441035978
2009-11-01,98.8344692975570
2009-12-01,98.8899029997570
2010-01-01,98.9247423112736
2010-02-01,98.9587911867999
2010-03-01,99.0108042883345
2010-04-01,99.0898715803704
2010-05-01,99.2004392891906
2010-06-01,99.3454450421937
2010-07-01,99.5272450144426
2010-08-01,99.7462261179681
2010-09-01,99.9967867834239
2010-10-01,100.2606082210990
2010-11-01,100.5140817018610
2010-12-01,100.7348978925320
2011-01-01,100.9095021317780
2011-02-01,101.0300144802240
2011-03-01,101.0944403781780
2011-04-01,101.1107353931010
2011-05-01,101.0887837979590
2011-06-01,101.0358042021160
2011-07-01,100.9545122287040
2011-08-01,100.8456950852640
2011-09-01,100.7127932911540
2011-10-01,100.5683926761370
2011-11-01,100.4278273913260
2011-12-01,100.3036011462610
2012-01-01,100.1995194921750
2012-02-01,100.1131370458850
2012-03-01,100.0366554243100
2012-04-01,99.9564503322936
2012-05-01,99.8580406315548
2012-06-01,99.7312068359018
2012-07-01,99.5762664730742
2012-08-01,99.4007442139316
2012-09-01,99.2179061940350
2012-10-01,99.0466219784309
2012-11-01,98.9052223695158
2012-12-01,98.8044300238189
2013-01-01,98.7379956732608
2013-02-01,98.6944855334453
2013-03-01,98.6663153274967
2013-04-01,98.6569100388764
2013-05-01,98.6746735038578
2013-06-01,98.7254066721670
2013-07-01,98.8025279159844
2013-08-01,98.8931659411886
2013-09-01,98.9820933925255
2013-10-01,99.0544507917438
2013-11-01,99.0992007490251
2013-12-01,99.1135176704192
2014-01-01,99.1088681376694
2014-02-01,99.1017586688134
2014-03-01,99.1055845669038
2014-04-01,99.1224173992347
2014-05-01,99.1498667206140
2014-06-01,99.1867223129608
2014-07-01,99.2375616288849
2014-08-01,99.3085415202678
2014-09-01,99.4019221388507
2014-10-01,99.5088582312022
2014-11-01,99.6156558184117
2014-12-01,99.7087896409376
2015-01-01,99.7796805501224
2015-02-01,99.8232290045532
2015-03-01,99.8376783587626
2015-04-01,99.8261751466169
2015-05-01,99.7933913311655
2015-06-01,99.7437745800229
2015-07-01,99.6811054205739
2015-08-01,99.6098822122393
2015-09-01,99.5374234509404
2015-10-01,99.4763677288801
2015-11-01,99.4392961629620
2015-12-01,99.4323802799007
2016-01-01,99.4471263562271
2016-02-01,99.4712502708339
2016-03-01,99.4977477903283
2016-04-01,99.5330786853199
2016-05-01,99.5888793365201
2016-06-01,99.6728762161460
2016-07-01,99.7781408694804
2016-08-01,99.8911328528227
2016-09-01,99.9980162737351
2016-10-01,100.0902565375940
2016-11-01,100.1640958872080
2016-12-01,100.2209144771660
2017-01-01,100.2687505208380
2017-02-01,100.3173916224000
2017-03-01,100.3739918135180
2017-04-01,100.4385225867780
2017-05-01,100.5072837716550
2017-06-01,100.5757286184890
2017-07-01,100.6408796081960
2017-08-01,100.7002074297130
2017-09-01,100.7506592489530
2017-10-01,100.7880257548290
2017-11-01,100.8083088027400
2017-12-01,100.8099593244990
2018-01-01,100.7972708698840
2018-02-01,100.7759672222070
2018-03-01,100.7497934595470
2018-04-01,100.7177115883550
2018-05-01,100.6769363388300
2018-06-01,100.6263586844090
2018-07-01,100.5705539419610
2018-08-01,100.5164015107160
2018-09-01,100.4700910248480
2018-10-01,100.4340247709370
2018-11-01,100.4078999240660
2018-12-01,100.3890413370710
2019-01-01,100.3720092428440
2019-02-01,100.3507914241030
2019-03-01,100.3208451497060
2019-04-01,100.2814194990450
2019-05-01,100.2339228976510
2019-06-01,100.1809681895030
2019-07-01,100.1259949296520
2019-08-01,100.0720655558820
2019-09-01,100.0208107987200
2019-10-01,99.9713029647313
2019-11-01,99.9221098039041
2019-12-01,99.8732039244173
2020-01-01,99.8278303246419
2020-02-01,99.7909396567499
2020-03-01,93.7606275431168
2020-04-01,90.7026330665790
2020-05-01,89.0748617392541
2020-06-01,91.1163133300225
2020-07-01,93.1569665208805
2020-08-01,95.1942007929051
2020-09-01,95.0147633834727
2020-10-01,94.8365599121593
2020-11-01,94.6586589101521
2020-12-01,94.2359498676585
2021-01-01,93.8139624419374
2021-02-01,93.3927935854770
